법정동코드	법정동명	폐지여부
4719012000	구미시 구평동	존재
4719012100	구미시 황상동	존재
4719012200	구미시 인의동	존재
4719012300	구미시 진평동	존재
4719012400	구미시 시미동	존재
4719012500	구미시 임수동	존재
4719012600	구미시 양호동	존재
4719012700	구미시 거의동	존재
4719012800	구미시 옥계동	존재
4719012900	구미시 구포동	존재
4719013000	구미시 금전동	존재
4719025000	구미시 선산읍	존재
4719025021	구미시 선산읍 완전리	존재
4719025022	구미시 선산읍 동부리	존재
4719025023	구미시 선산읍 노상리	존재
4719025024	구미시 선산읍 이문리	존재
4719025025	구미시 선산읍 죽장리	존재
4719025026	구미시 선산읍 내고리	존재
4719025027	구미시 선산읍 북산리	존재
4719025028	구미시 선산읍 습례리	존재
4719025029	구미시 선산읍 교리	존재
4719025030	구미시 선산읍 화조리	존재
